Distribuidor;Nombre_Referencia;Precio_Bruto;Precio_Num_€;Bodega;Sociedad Limitada;Ciudad Origen;Pais;Tipo;Volumen (Formato);Descripción;Foto Botella;Precio aprox coste;Enlace Web
Bodeboca;Altas puntuaciones;0,00 €;0.0;Desconocida;;;España;Blanco;1 Litro;"Si buscas vinos excelentes, este es tu lugar. Aquí hemos reunido los vinos que han conquistado a los paladares más exigentes del mundo. En Bodeboca puedes acceder a las listas de imprescindibles para The Wine Advocate (quien otorga los célebres 'puntos Parker'), la Guía Peñín, Tim Atkin o James Suckling, entre otros críticos. Tenemos desde los codiciados 100 puntos hasta joyas de relación calidad-placer-precio indiscutible, las que consiguen puntuaciones altísimas y son aptas para cualquier bolsillo.

Esta es la sección ideal para encontrar regalos especiales, vinos de guarda o simplemente para darte el mejor homenaje. Explora etiquetas avaladas por los expertos, desde grandes riojas clásicos hasta los unicornios internacionales más puntuados. Aciertos garantizados.";/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/altas-puntuaciones
Decantalo;Vermouth Belsazar Dry;0,00 €;0.0;Desconocida;;;España;Blanco;1.5 Litros (Magnum);Vermouth Belsazar Dry es un vermut refinado y complejo que en nariz ofrece notas vínicas similares a las de espumosos añejos acompañados por aromas de frutas de verano, manzanilla y levadura que dan paso a notas amargas de naranja sevillana, genciana y ajenjo. En boca tiene una entrada sedosa, delicadamente seca, amarga y ácida que muestra sabores que recuerdan a las frutas tropicales.;https://www.decantalo.com/es/13949-large_default/vermouth-belsazar-dry.jpg;;https://www.decantalo.com/es/es/vermouth-belsazar-dry.html#/1-formato-75_cl/177-ano-sin_anada
Bodeboca;Martini Bianco 1L;10.1 €;10.1;Desconocida;;;España;Rojo / Negre;1 Litro;Considerado el rey del vermut y conocido en el pasado como Bianchissimo, este Martini es fácilmente reconocible por las suaves notas de vainilla que deja en boca. Elaborado únicamente a partir de vinos blancos como el Trebbiano y con extractos de hierbas aromáticas y flores.;https://www.bodeboca.com/sites/default/files/wines/2020-02/bot-martini-bianco.jpg;;https://www.bodeboca.com/vino/martini-bianco-1l
Bodeboca;Vermú Petroni Blanco;12.8 €;12.8;Desconocida;;;España;Rojo / Negre;75 cl;Tras una vinificación sobre lías de uvas de la variedad Albariño y una maceración en fresco de 28 plantas seleccionadas entre las que destacan el pimiento de Herbón-Padrón, nace St. Petroni Blanco, un vermú blanco de color amarillo pálido con toques minerales y destacadas notas cítricas y herbáceas muy frescas. De paso equilibrado, estructurado y muy fresco, destaca su posgusto amplio y elegante de golosina especiada.;https://www.bodeboca.com/sites/default/files/wines/2025-06/bot-petroni-blanco.jpg;;https://www.bodeboca.com/vino/vermu-petroni-blanco#block-productratings
Bodeboca;Vinos de Alemania;0,00 €;0.0;Desconocida;;;España;Blanco;75 cl;"Alemania es el paraíso de los vinos blancos. La demostración de que el frío también puede ser artífice de la máxima elegancia. En Bodeboca somos fans absolutos de su uva reina: la Riesling. Aquí encontrarás vinos con una acidez eléctrica y vibrante, con una menor carga alcohólica y con una pureza cristalina. Puedes elegir desde el estilo trocken (seco y cortante) hasta los vinos con un toque dulce natural que son una maravilla gastronómica.

Son vinos que nacen en laderas de pizarra con inclinaciones que cortan el aliento, mirando a los ríos Mosela o Rin. Si quieres ir más allá del tradicional vino dulce alemán, investiga entre las fichas de cata de nuestros productos para descubrir sus blancos secos y minerales. No te defraudarán. O iníciate con productores de culto como Dr. Loosen, Markus Molitor, Dönnhoff o Villa Wolf.";/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/alemania
Decantalo;Vermouth Martínez Lacuesta Reserva;0,00 €;0.0;Desconocida;;;España;Blanco;1.5 Litros (Magnum);Vermouth Martínez Lacuesta Reserva es un vermut muy aromático y sabroso. En nariz destacan aromas tostados a hierbas de monte, roble y café. En boca es amargo, con recuerdos a fruta madura y especiados.;https://www.decantalo.com/es/15422-large_default/vermouth-martinez-lacuesta-reserva.jpg;;https://www.decantalo.com/es/es/vermouth-martinez-lacuesta-reserva.html#/1-formato-75_cl/177-ano-sin_anada
Bodeboca;Vermunova;34.95 €;34.95;Desconocida;;;España;Rojo / Negre;1 Litro;El juego perfecto para los amantes del aperitivo. Practica y prepara tu aperitivo perfecto como un auténtico disfrutón: que no te falte vermut El Bandarra, ni sus platos y vasos de Duralex serigrafiados. Una presentación divertidísima para el vermut de siempre, perfecto para regalar y para despertar la nostalgia milenial que reside en muchos de nosotros.;https://www.bodeboca.com/sites/default/files/wines/2022-10/bot-vermunova-caja.jpg;;https://www.bodeboca.com/vino/vermunova#block-productratings
Decantalo;Vermouth Yzaguirre Blanco;0,00 €;0.0;Desconocida;;;España;Rojo / Negre;1 Litro;Vermouth Yzaguirre Blanco es un vermut clásico. En nariz es muy agradable y particular, con notas de hierbas aromáticas, balsámicas, especias, fruta escarchada, notas tropicales y flores. En boca es fresco y suave, donde predomina la canela y la vainilla. Sabroso y equilibrado.;https://www.decantalo.com/es/13978-large_default/vermouth-yzaguirre-blanco.jpg;;https://www.decantalo.com/es/es/vermouth-yzaguirre-blanco.html#/53-formato-1_litro/177-ano-sin_anada
Decantalo;Álvaro Domecq Vermut La Janda;0,00 €;0.0;Desconocida;;;España;Blanco;1.5 Litros (Magnum);Pasas, maderas y ajenjo. Estas tres notas son las que predominan en la cata de Álvaro Domecq Vermut La Janda. Color castaño, de aspecto brillante. Cálido y delicioso, bien equilibrado. Persistente y con un final ligeramente amargo.;https://www.decantalo.com/es/56929-large_default/alvaro-domecq-vermut-la-janda.jpg;;https://www.decantalo.com/es/es/alvaro-domecq-vermut-la-janda.html#/1-formato-75_cl/177-ano-sin_anada
Decantalo;Petroni Aperitivo;0,00 €;0.0;Desconocida;;;España;Blanco;1 Litro;Decántalo es tu tienda de vinos para comprar vino online. Vino español, vino francés, vino italiano. En Decántalo puedes comprar vino de los principales países vinícolas. Porque amamos el vino tanto como tú. Bienvenido a Decántalo, tu tienda de vinos de confianza.;https://www.decantalo.com/es/65201-large_default/petroni-aperitivo-75-cl.jpg;;https://www.decantalo.com/es/es/petroni-aperitivo-75-cl.html#/53-formato-1_litro/177-ano-sin_anada
